OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0002202,Distributor,WARE-NMK1003,10/27/2018,1/28/2019,2/6/2019,2/13/2019,USD,24,8,106,29,3,0.075,"3,879.30","2,056.03"
SO - 0002203,Online,WARE-XYS1001,10/27/2018,1/28/2019,2/22/2019,3/4/2019,USD,15,18,32,20,8,0.075,"3,819.00","2,405.97"
SO - 0002204,In-Store,WARE-PUJ1005,10/27/2018,1/28/2019,2/20/2019,2/28/2019,USD,8,49,261,36,7,0.075,207.70,141.24
SO - 0002205,In-Store,WARE-NMK1003,10/27/2018,1/28/2019,2/20/2019,2/23/2019,USD,1,33,175,18,4,0.075,"1,105.50",884.40
SO - 0002206,In-Store,WARE-NBV1002,10/27/2018,1/28/2019,2/1/2019,2/10/2019,USD,12,25,73,41,3,0.1,174.20,109.75
SO - 0002207,In-Store,WARE-NBV1002,10/27/2018,1/28/2019,2/24/2019,2/26/2019,USD,6,5,65,44,1,0.075,"1,018.40",773.98
SO - 0002208,In-Store,WARE-NBV1002,10/27/2018,1/29/2019,2/22/2019,2/28/2019,USD,11,43,86,38,8,0.075,"2,525.90","1,161.91"
SO - 0002209,Online,WARE-PUJ1005,10/27/2018,1/29/2019,2/3/2019,2/12/2019,USD,20,3,287,40,7,0.3,"3,859.20","2,354.11"
SO - 0002210,Distributor,WARE-MKL1006,10/27/2018,1/29/2019,2/11/2019,2/14/2019,USD,22,20,341,38,1,0.075,"2,378.50","1,522.24"
SO - 0002211,In-Store,WARE-NMK1003,10/27/2018,1/29/2019,2/7/2019,2/17/2019,USD,10,11,107,7,3,0.2,"2,010.00","1,386.90"
SO - 0002212,In-Store,WARE-NBV1002,10/27/2018,1/29/2019,2/13/2019,2/17/2019,USD,12,6,80,6,2,0.05,"3,865.90","1,585.02"
SO - 0002213,Online,WARE-XYS1001,10/27/2018,1/29/2019,2/3/2019,2/8/2019,USD,13,30,31,9,3,0.05,"1,701.80","1,242.31"
SO - 0002214,In-Store,WARE-NMK1003,10/27/2018,1/29/2019,2/20/2019,2/26/2019,USD,2,49,178,16,1,0.1,"1,889.40",944.70
SO - 0002215,Wholesale,WARE-NMK1003,10/27/2018,1/29/2019,2/18/2019,2/19/2019,USD,27,3,178,16,6,0.1,221.10,114.97
SO - 0002216,Online,WARE-NMK1003,10/27/2018,1/29/2019,2/9/2019,2/12/2019,USD,13,4,115,27,3,0.1,984.90,492.45
SO - 0002217,Wholesale,WARE-XYS1001,10/27/2018,1/29/2019,2/14/2019,2/23/2019,USD,26,21,7,1,1,0.075,"1,098.80",483.47
SO - 0002218,In-Store,WARE-NMK1003,10/27/2018,1/30/2019,2/18/2019,2/28/2019,USD,5,34,101,24,7,0.1,931.30,577.41
SO - 0002219,Online,WARE-UHY1004,10/27/2018,1/30/2019,2/24/2019,3/1/2019,USD,18,41,214,3,1,0.075,"5,641.40","4,456.71"
SO - 0002220,Distributor,WARE-PUJ1005,10/27/2018,1/30/2019,2/22/2019,2/27/2019,USD,21,28,316,2,1,0.15,"1,065.30",788.32
SO - 0002221,In-Store,WARE-XYS1001,10/27/2018,1/30/2019,2/8/2019,2/14/2019,USD,8,7,42,4,5,0.1,"1,058.60",857.47
SO - 0002222,Wholesale,WARE-XYS1001,10/27/2018,1/30/2019,2/19/2019,2/28/2019,USD,27,19,7,9,6,0.1,"1,842.50",902.83
SO - 0002223,In-Store,WARE-NMK1003,10/27/2018,1/31/2019,2/19/2019,2/21/2019,USD,2,21,183,22,7,0.075,"2,840.80","1,619.26"
SO - 0002224,In-Store,WARE-MKL1006,10/27/2018,1/31/2019,2/25/2019,3/7/2019,USD,10,48,338,25,4,0.075,"3,886.00","2,020.72"
SO - 0002225,Wholesale,WARE-PUJ1005,10/27/2018,1/31/2019,2/13/2019,2/14/2019,USD,26,26,279,28,6,0.075,"1,869.30","1,084.19"
SO - 0002226,Distributor,WARE-PUJ1005,10/27/2018,1/31/2019,2/21/2019,3/3/2019,USD,21,30,320,44,7,0.075,"1,072.00",825.44
SO - 0002227,Online,WARE-PUJ1005,10/27/2018,1/31/2019,2/24/2019,2/28/2019,USD,16,41,304,42,4,0.15,"1,319.90",857.94
SO - 0002228,Online,WARE-NMK1003,10/27/2018,1/31/2019,2/22/2019,3/2/2019,USD,13,39,195,36,5,0.15,"3,832.40","1,762.90"
SO - 0002229,In-Store,WARE-NMK1003,10/27/2018,1/31/2019,2/24/2019,2/25/2019,USD,7,14,145,37,5,0.3,"2,653.20","2,069.50"
SO - 0002230,In-Store,WARE-PUJ1005,10/27/2018,2/1/2019,3/1/2019,3/10/2019,USD,2,4,302,42,1,0.4,"1,715.20","1,149.18"
SO - 0002231,Wholesale,WARE-UHY1004,10/27/2018,2/1/2019,2/10/2019,2/14/2019,USD,26,22,242,22,6,0.1,"3,437.10","1,615.44"
SO - 0002232,Online,WARE-NBV1002,10/27/2018,2/1/2019,2/10/2019,2/11/2019,USD,16,4,84,35,1,0.3,"3,852.50","2,581.18"
SO - 0002233,Online,WARE-MKL1006,10/27/2018,2/1/2019,2/21/2019,2/23/2019,USD,16,6,355,46,5,0.05,"1,989.90","1,552.12"
SO - 0002234,Online,WARE-NMK1003,10/27/2018,2/1/2019,2/28/2019,3/4/2019,USD,14,23,124,17,3,0.05,"1,118.90",827.99
SO - 0002235,Distributor,WARE-UHY1004,10/27/2018,2/2/2019,2/7/2019,2/12/2019,USD,21,40,243,15,2,0.075,"1,092.10",709.87
SO - 0002236,In-Store,WARE-PUJ1005,10/27/2018,2/2/2019,2/12/2019,2/15/2019,USD,2,29,301,35,7,0.05,"2,405.30","1,154.54"
SO - 0002237,Online,WARE-UHY1004,10/27/2018,2/2/2019,2/11/2019,2/21/2019,USD,12,4,235,25,2,0.4,"1,038.50",446.56
SO - 0002238,Wholesale,WARE-NMK1003,10/27/2018,2/2/2019,2/10/2019,2/11/2019,USD,26,21,90,8,6,0.1,"1,031.80",546.85
SO - 0002239,Online,WARE-NMK1003,10/27/2018,2/2/2019,2/18/2019,2/24/2019,USD,18,29,154,32,5,0.05,"2,532.60","1,443.58"
SO - 0002240,In-Store,WARE-NMK1003,10/27/2018,2/3/2019,2/26/2019,3/8/2019,USD,5,31,139,27,2,0.1,"2,552.70","1,557.15"
SO - 0002241,In-Store,WARE-PUJ1005,10/27/2018,2/3/2019,2/5/2019,2/12/2019,USD,4,9,272,19,3,0.05,"1,802.30",829.06
SO - 0002242,In-Store,WARE-PUJ1005,10/27/2018,2/3/2019,2/19/2019,3/1/2019,USD,1,40,321,28,7,0.1,"1,085.40",694.66
SO - 0002243,Wholesale,WARE-MKL1006,10/27/2018,2/3/2019,2/26/2019,3/1/2019,USD,26,35,363,24,4,0.15,"3,363.40","2,354.38"
SO - 0002244,Distributor,WARE-NMK1003,10/27/2018,2/3/2019,2/23/2019,2/24/2019,USD,24,32,193,47,5,0.05,"5,701.70","2,280.68"
SO - 0002245,Online,WARE-MKL1006,10/27/2018,2/3/2019,2/24/2019,3/2/2019,USD,15,6,353,32,4,0.2,174.20,125.42
SO - 0002246,Distributor,WARE-NMK1003,10/27/2018,2/3/2019,3/3/2019,3/9/2019,USD,24,11,168,21,2,0.1,"1,065.30",671.14
SO - 0002247,Online,WARE-PUJ1005,10/27/2018,2/3/2019,2/15/2019,2/25/2019,USD,18,46,276,9,6,0.1,"1,105.50",928.62
SO - 0002248,In-Store,WARE-MKL1006,10/27/2018,2/3/2019,2/16/2019,2/24/2019,USD,7,40,348,19,5,0.15,167.50,108.88
SO - 0002249,Wholesale,WARE-PUJ1005,10/27/2018,2/4/2019,2/16/2019,2/23/2019,USD,26,24,300,22,7,0.1,"3,752.00","3,001.60"
SO - 0002250,Wholesale,WARE-PUJ1005,10/27/2018,2/4/2019,2/18/2019,2/21/2019,USD,28,41,279,19,6,0.075,703.50,576.87
SO - 0002251,Online,WARE-NMK1003,10/27/2018,2/4/2019,2/18/2019,2/26/2019,USD,13,19,174,27,4,0.05,"1,795.60",772.11
SO - 0002252,In-Store,WARE-XYS1001,10/27/2018,2/4/2019,2/13/2019,2/20/2019,USD,9,45,56,36,1,0.05,"3,899.40","2,300.65"
SO - 0002253,Online,WARE-NMK1003,10/27/2018,2/4/2019,3/4/2019,3/7/2019,USD,14,48,130,6,1,0.075,991.60,803.20
SO - 0002254,Online,WARE-MKL1006,10/27/2018,2/4/2019,2/23/2019,2/27/2019,USD,16,13,357,25,1,0.15,"2,539.30","1,193.47"
SO - 0002255,In-Store,WARE-UHY1004,10/27/2018,2/4/2019,2/21/2019,2/24/2019,USD,8,34,236,12,1,0.075,"1,051.90",704.77
SO - 0002256,In-Store,WARE-NMK1003,10/27/2018,2/5/2019,3/1/2019,3/5/2019,USD,12,24,178,41,3,0.2,911.20,501.16
SO - 0002257,Online,WARE-XYS1001,10/27/2018,2/5/2019,2/19/2019,2/28/2019,USD,18,2,30,25,3,0.075,"3,912.80","3,325.88"
SO - 0002258,Distributor,WARE-PUJ1005,10/27/2018,2/5/2019,3/3/2019,3/6/2019,USD,23,48,312,7,5,0.075,998.30,708.79
SO - 0002259,Distributor,WARE-XYS1001,10/27/2018,2/5/2019,2/8/2019,2/14/2019,USD,21,2,17,3,6,0.05,"1,031.80",433.36
SO - 0002260,Distributor,WARE-NMK1003,10/27/2018,2/5/2019,2/19/2019,3/1/2019,USD,21,10,147,39,4,0.1,"2,753.70","1,459.46"
SO - 0002261,Wholesale,WARE-NBV1002,10/27/2018,2/5/2019,2/8/2019,2/12/2019,USD,26,36,76,41,7,0.4,234.50,143.05
SO - 0002262,Online,WARE-XYS1001,10/27/2018,2/5/2019,2/14/2019,2/24/2019,USD,20,35,42,42,2,0.05,"1,132.30",702.03
SO - 0002263,In-Store,WARE-UHY1004,10/27/2018,2/5/2019,2/27/2019,3/2/2019,USD,5,37,219,39,2,0.1,978.20,449.97
SO - 0002264,In-Store,WARE-MKL1006,10/27/2018,2/5/2019,2/8/2019,2/18/2019,USD,8,26,359,29,6,0.075,"2,619.70","1,938.58"
SO - 0002265,Wholesale,WARE-XYS1001,10/27/2018,2/5/2019,2/21/2019,3/2/2019,USD,26,33,21,16,7,0.15,"1,078.70",528.56
SO - 0002266,Wholesale,WARE-XYS1001,10/27/2018,2/5/2019,3/1/2019,3/3/2019,USD,28,16,29,5,2,0.05,"1,829.10",804.80
SO - 0002267,Distributor,WARE-NMK1003,10/27/2018,2/6/2019,3/5/2019,3/13/2019,USD,21,42,149,22,1,0.05,"1,038.50",508.87
SO - 0002268,Online,WARE-UHY1004,10/27/2018,2/6/2019,2/26/2019,3/8/2019,USD,19,31,249,9,5,0.05,"3,946.30","1,894.22"
SO - 0002269,Online,WARE-PUJ1005,10/27/2018,2/6/2019,3/4/2019,3/13/2019,USD,18,24,295,23,1,0.05,"5,299.70","2,596.85"
SO - 0002270,In-Store,WARE-NMK1003,10/27/2018,2/6/2019,3/2/2019,3/5/2019,USD,8,37,202,15,6,0.15,"2,365.10","1,442.71"
SO - 0002271,Distributor,WARE-XYS1001,10/27/2018,2/6/2019,2/8/2019,2/16/2019,USD,23,6,47,5,3,0.15,268.00,120.60
SO - 0002272,Wholesale,WARE-NMK1003,10/27/2018,2/6/2019,2/9/2019,2/18/2019,USD,27,22,136,28,8,0.075,"1,139.00",785.91
SO - 0002273,Distributor,WARE-NMK1003,10/27/2018,2/6/2019,2/14/2019,2/15/2019,USD,25,19,148,21,6,0.05,"1,139.00",751.74
SO - 0002274,Online,WARE-MKL1006,10/27/2018,2/6/2019,2/20/2019,2/27/2019,USD,18,13,352,7,2,0.3,247.90,148.74
SO - 0002275,Online,WARE-NMK1003,10/27/2018,2/6/2019,2/28/2019,3/6/2019,USD,15,14,190,36,5,0.4,"3,926.20","1,806.05"
SO - 0002276,Online,WARE-UHY1004,10/27/2018,2/6/2019,2/25/2019,3/5/2019,USD,14,8,218,22,8,0.05,938.00,712.88
SO - 0002277,In-Store,WARE-PUJ1005,10/27/2018,2/7/2019,2/24/2019,3/6/2019,USD,5,44,297,31,6,0.075,"3,718.50","2,417.03"
SO - 0002278,In-Store,WARE-PUJ1005,10/27/2018,2/7/2019,2/22/2019,2/24/2019,USD,6,50,281,17,4,0.05,"2,472.30","1,335.04"
SO - 0002279,Wholesale,WARE-NMK1003,10/27/2018,2/7/2019,3/2/2019,3/5/2019,USD,26,21,100,45,5,0.05,"5,601.20","3,080.66"
SO - 0002280,Online,WARE-XYS1001,10/27/2018,2/7/2019,2/16/2019,2/20/2019,USD,16,39,24,33,3,0.3,"3,959.70","1,861.06"
SO - 0002281,Online,WARE-NMK1003,10/27/2018,2/7/2019,2/19/2019,2/20/2019,USD,18,1,155,34,5,0.15,"1,802.30",720.92
SO - 0002282,In-Store,WARE-XYS1001,10/27/2018,2/7/2019,2/27/2019,3/1/2019,USD,3,39,30,7,3,0.05,"2,418.70","1,596.34"
SO - 0002283,Distributor,WARE-XYS1001,10/27/2018,2/7/2019,2/10/2019,2/14/2019,USD,21,37,40,41,6,0.05,"1,299.80","1,065.84"
SO - 0002284,Distributor,WARE-NMK1003,10/27/2018,2/7/2019,2/18/2019,2/26/2019,USD,21,4,169,20,6,0.1,"1,118.90",682.53
SO - 0002285,In-Store,WARE-PUJ1005,10/27/2018,2/7/2019,2/14/2019,2/19/2019,USD,8,29,290,27,6,0.1,"3,932.90","1,573.16"
SO - 0002286,Distributor,WARE-UHY1004,10/27/2018,2/7/2019,2/28/2019,3/1/2019,USD,21,2,212,38,1,0.075,221.10,95.07
SO - 0002287,In-Store,WARE-XYS1001,10/27/2018,2/7/2019,3/6/2019,3/10/2019,USD,4,24,30,22,2,0.1,187.60,93.80
SO - 0002288,Distributor,WARE-NMK1003,10/27/2018,2/8/2019,3/8/2019,3/18/2019,USD,23,34,152,8,7,0.05,"2,244.50","1,324.26"
SO - 0002289,Online,WARE-UHY1004,10/27/2018,2/8/2019,3/8/2019,3/10/2019,USD,18,35,206,41,7,0.3,"2,432.10","1,799.75"
SO - 0002290,In-Store,WARE-UHY1004,10/27/2018,2/8/2019,2/19/2019,2/25/2019,USD,7,7,225,22,5,0.05,"6,298.00","3,337.94"
SO - 0002291,In-Store,WARE-NBV1002,10/27/2018,2/8/2019,2/13/2019,2/21/2019,USD,3,3,63,6,8,0.05,"2,271.30","1,476.35"
SO - 0002292,Distributor,WARE-PUJ1005,10/27/2018,2/8/2019,3/3/2019,3/12/2019,USD,23,25,292,20,8,0.05,"3,979.80","2,785.86"
SO - 0002293,In-Store,WARE-UHY1004,10/27/2018,2/8/2019,2/20/2019,2/23/2019,USD,11,36,255,27,4,0.4,241.20,166.43
SO - 0002294,In-Store,WARE-UHY1004,10/27/2018,2/8/2019,2/18/2019,2/19/2019,USD,3,44,231,11,1,0.2,"1,098.80",439.52
SO - 0002295,In-Store,WARE-XYS1001,10/27/2018,2/8/2019,2/19/2019,2/21/2019,USD,12,34,43,18,7,0.15,"2,331.60","1,468.91"
SO - 0002296,In-Store,WARE-NBV1002,10/27/2018,2/8/2019,2/16/2019,2/19/2019,USD,10,18,81,9,5,0.05,"2,934.60","2,406.37"
SO - 0002297,Online,WARE-MKL1006,10/27/2018,2/9/2019,3/9/2019,3/10/2019,USD,12,12,332,44,4,0.1,"1,788.90","1,377.45"
SO - 0002298,In-Store,WARE-PUJ1005,10/27/2018,2/9/2019,2/12/2019,2/17/2019,USD,5,13,293,23,7,0.05,"3,075.30","2,583.25"
SO - 0002299,Distributor,WARE-NMK1003,10/27/2018,2/9/2019,2/12/2019,2/16/2019,USD,24,45,173,42,2,0.05,"2,257.90","1,422.48"
SO - 0002300,In-Store,WARE-PUJ1005,10/27/2018,2/9/2019,2/24/2019,3/2/2019,USD,8,44,300,2,8,0.15,971.50,612.05
SO - 0002301,In-Store,WARE-NMK1003,10/27/2018,2/9/2019,3/2/2019,3/7/2019,USD,4,24,135,25,1,0.075,"3,705.10","2,482.42"
SO - 0002302,Distributor,WARE-MKL1006,10/27/2018,2/9/2019,3/8/2019,3/12/2019,USD,25,25,330,23,6,0.075,241.20,110.95
SO - 0002303,Online,WARE-MKL1006,10/27/2018,2/9/2019,2/21/2019,2/24/2019,USD,15,31,352,35,4,0.15,"3,953.00","2,529.92"
SO - 0002304,In-Store,WARE-NMK1003,10/27/2018,2/10/2019,3/3/2019,3/8/2019,USD,10,30,90,13,5,0.075,844.20,337.68
SO - 0002305,Wholesale,WARE-UHY1004,10/27/2018,2/10/2019,2/13/2019,2/14/2019,USD,26,39,248,36,3,0.075,"2,633.10","1,737.85"
SO - 0002306,Online,WARE-NMK1003,10/27/2018,2/10/2019,2/23/2019,2/25/2019,USD,17,15,171,7,1,0.05,"1,701.80","1,412.49"
SO - 0002307,Online,WARE-XYS1001,10/27/2018,2/10/2019,2/22/2019,3/4/2019,USD,12,17,12,44,4,0.075,167.50,78.73
SO - 0002308,Online,WARE-MKL1006,10/27/2018,2/10/2019,3/5/2019,3/13/2019,USD,15,23,349,20,4,0.15,"2,378.50","1,236.82"
SO - 0002309,Wholesale,WARE-XYS1001,10/27/2018,2/10/2019,2/19/2019,2/27/2019,USD,25,27,14,19,7,0.05,"1,078.70",733.52
SO - 0002310,Online,WARE-NBV1002,10/27/2018,2/10/2019,2/17/2019,2/21/2019,USD,14,17,67,9,1,0.05,"2,452.20","1,888.19"
SO - 0002311,Online,WARE-UHY1004,10/27/2018,2/10/2019,3/4/2019,3/14/2019,USD,15,25,259,9,5,0.075,"1,922.90","1,519.09"
SO - 0002312,In-Store,WARE-UHY1004,10/27/2018,2/10/2019,3/10/2019,3/15/2019,USD,2,15,255,42,1,0.4,"6,224.30","3,859.07"
SO - 0002313,Wholesale,WARE-PUJ1005,10/27/2018,2/11/2019,2/25/2019,3/1/2019,USD,28,10,271,27,4,0.15,"1,876.00",994.28
SO - 0002314,In-Store,WARE-NMK1003,10/27/2018,2/11/2019,2/27/2019,3/4/2019,USD,10,4,190,17,5,0.05,"6,304.70","2,774.07"
SO - 0002315,Distributor,WARE-UHY1004,10/27/2018,2/11/2019,2/27/2019,3/3/2019,USD,21,17,236,45,4,0.1,964.80,569.23
SO - 0002316,In-Store,WARE-NMK1003,10/27/2018,2/11/2019,2/26/2019,3/1/2019,USD,7,43,116,43,2,0.15,"3,611.30","2,780.70"
SO - 0002317,In-Store,WARE-PUJ1005,10/27/2018,2/11/2019,2/13/2019,2/19/2019,USD,5,31,306,36,3,0.075,"1,005.00",633.15
SO - 0002318,Distributor,WARE-UHY1004,10/27/2018,2/11/2019,3/2/2019,3/4/2019,USD,24,38,225,8,2,0.15,"2,793.90","1,201.38"
SO - 0002319,In-Store,WARE-NMK1003,10/27/2018,2/11/2019,3/1/2019,3/10/2019,USD,12,34,173,30,3,0.05,850.90,646.68
SO - 0002320,In-Store,WARE-PUJ1005,10/27/2018,2/11/2019,3/7/2019,3/13/2019,USD,5,44,272,40,5,0.075,"2,278.00","1,913.52"
SO - 0002321,Wholesale,WARE-XYS1001,10/27/2018,2/11/2019,2/19/2019,2/28/2019,USD,28,33,38,17,7,0.15,"1,092.10",655.26
SO - 0002322,Wholesale,WARE-NMK1003,10/27/2018,2/11/2019,2/24/2019,3/6/2019,USD,27,33,159,26,4,0.05,"6,505.70","3,578.14"
SO - 0002323,Distributor,WARE-NMK1003,10/27/2018,2/12/2019,2/15/2019,2/16/2019,USD,24,13,134,7,5,0.05,"1,125.60",495.26
SO - 0002324,Distributor,WARE-NMK1003,10/27/2018,2/12/2019,3/9/2019,3/15/2019,USD,24,25,91,22,8,0.15,"1,165.80",559.58
SO - 0002325,In-Store,WARE-NMK1003,10/27/2018,2/12/2019,3/6/2019,3/7/2019,USD,7,47,97,9,5,0.05,978.20,674.96
SO - 0002326,Online,WARE-XYS1001,10/27/2018,2/12/2019,2/21/2019,2/28/2019,USD,19,31,54,4,8,0.075,"3,035.10","1,578.25"
SO - 0002327,In-Store,WARE-PUJ1005,10/27/2018,2/12/2019,3/9/2019,3/10/2019,USD,11,7,322,31,4,0.075,214.40,167.23
SO - 0002328,Online,WARE-MKL1006,10/27/2018,2/12/2019,3/5/2019,3/12/2019,USD,12,44,365,40,3,0.075,"1,125.60",709.13
SO - 0002329,In-Store,WARE-NMK1003,10/27/2018,2/12/2019,2/24/2019,2/27/2019,USD,5,3,153,23,2,0.1,"5,567.70","3,284.94"
SO - 0002330,Wholesale,WARE-PUJ1005,10/27/2018,2/12/2019,3/10/2019,3/15/2019,USD,28,40,284,10,7,0.075,167.50,70.35
SO - 0002331,In-Store,WARE-XYS1001,10/27/2018,2/12/2019,3/9/2019,3/14/2019,USD,10,18,6,30,1,0.2,"1,822.40","1,111.66"
SO - 0002332,Wholesale,WARE-PUJ1005,10/27/2018,2/12/2019,3/11/2019,3/12/2019,USD,28,6,284,9,2,0.4,"5,983.10","2,632.56"
SO - 0002333,Online,WARE-PUJ1005,10/27/2018,2/12/2019,3/6/2019,3/12/2019,USD,16,37,271,43,2,0.1,"1,802.30","1,135.45"
SO - 0002334,In-Store,WARE-XYS1001,10/27/2018,2/12/2019,3/6/2019,3/9/2019,USD,3,36,26,40,7,0.075,"3,939.60","2,481.95"
SO - 0002335,Online,WARE-UHY1004,10/27/2018,2/13/2019,2/19/2019,2/24/2019,USD,15,50,210,4,1,0.075,676.70,311.28
SO - 0002336,In-Store,WARE-XYS1001,10/27/2018,2/13/2019,2/18/2019,2/20/2019,USD,3,20,11,2,7,0.075,"3,457.20","1,452.02"
SO - 0002337,In-Store,WARE-NMK1003,10/27/2018,2/14/2019,3/6/2019,3/10/2019,USD,9,29,170,6,5,0.15,"5,681.60","4,658.91"
SO - 0002338,Distributor,WARE-UHY1004,10/27/2018,2/14/2019,3/3/2019,3/13/2019,USD,22,23,248,12,3,0.075,254.60,178.22
SO - 0002339,Wholesale,WARE-UHY1004,10/27/2018,2/14/2019,3/5/2019,3/13/2019,USD,25,14,253,2,6,0.05,"3,879.30","2,831.89"
SO - 0002340,In-Store,WARE-XYS1001,10/27/2018,2/14/2019,3/4/2019,3/6/2019,USD,3,16,47,37,1,0.05,"3,289.70","1,776.44"
SO - 0002341,In-Store,WARE-XYS1001,10/27/2018,2/14/2019,2/23/2019,2/25/2019,USD,7,38,19,10,7,0.05,227.80,104.79
SO - 0002342,In-Store,WARE-NMK1003,10/27/2018,2/14/2019,2/24/2019,2/28/2019,USD,5,13,182,5,3,0.075,"3,685.00","1,731.95"
SO - 0002343,In-Store,WARE-UHY1004,10/27/2018,2/14/2019,3/14/2019,3/15/2019,USD,9,3,260,19,6,0.05,"3,832.40","1,724.58"
SO - 0002344,In-Store,WARE-PUJ1005,10/27/2018,2/14/2019,3/6/2019,3/10/2019,USD,12,31,319,18,3,0.1,221.10,181.30
SO - 0002345,In-Store,WARE-UHY1004,10/27/2018,2/14/2019,3/10/2019,3/18/2019,USD,3,9,247,37,8,0.05,"1,922.90","1,172.97"
SO - 0002346,Online,WARE-NMK1003,10/27/2018,2/14/2019,3/9/2019,3/18/2019,USD,20,13,129,34,1,0.05,984.90,453.05
SO - 0002347,Distributor,WARE-NBV1002,10/27/2018,2/15/2019,3/5/2019,3/8/2019,USD,22,27,87,41,3,0.05,"1,159.10",776.60
SO - 0002348,Wholesale,WARE-NMK1003,10/27/2018,2/15/2019,3/5/2019,3/12/2019,USD,27,1,93,9,3,0.2,261.30,143.72
SO - 0002349,Online,WARE-PUJ1005,10/27/2018,2/15/2019,3/6/2019,3/16/2019,USD,20,38,326,44,8,0.1,"1,688.40","1,181.88"
SO - 0002350,In-Store,WARE-PUJ1005,10/27/2018,2/15/2019,3/13/2019,3/22/2019,USD,9,23,318,37,6,0.1,884.40,486.42
SO - 0002351,Distributor,WARE-NMK1003,10/27/2018,2/16/2019,3/16/2019,3/17/2019,USD,25,11,172,14,6,0.2,797.30,621.89
SO - 0002352,In-Store,WARE-NMK1003,10/27/2018,2/16/2019,3/3/2019,3/9/2019,USD,5,17,181,13,1,0.15,"1,139.00",626.45
SO - 0002353,Online,WARE-UHY1004,10/27/2018,2/16/2019,3/5/2019,3/11/2019,USD,19,3,225,37,6,0.075,"1,822.40","1,457.92"
SO - 0002354,Distributor,WARE-UHY1004,10/27/2018,2/16/2019,3/1/2019,3/2/2019,USD,24,4,220,4,8,0.1,"2,278.00","1,344.02"
SO - 0002355,In-Store,WARE-PUJ1005,10/27/2018,2/16/2019,2/24/2019,2/25/2019,USD,10,3,285,6,5,0.1,167.50,120.60
SO - 0002356,Wholesale,WARE-NMK1003,10/27/2018,2/16/2019,3/5/2019,3/11/2019,USD,28,47,105,41,6,0.15,683.40,512.55
SO - 0002357,Wholesale,WARE-NMK1003,10/27/2018,2/16/2019,3/1/2019,3/4/2019,USD,28,3,119,1,8,0.075,"1,011.70",748.66
SO - 0002358,Distributor,WARE-NMK1003,10/27/2018,2/16/2019,3/4/2019,3/9/2019,USD,23,49,165,29,1,0.075,"2,479.00","1,512.19"
SO - 0002359,Distributor,WARE-NMK1003,10/27/2018,2/16/2019,3/4/2019,3/14/2019,USD,25,1,196,9,4,0.3,"2,726.90","1,881.56"
SO - 0002360,In-Store,WARE-NMK1003,10/27/2018,2/17/2019,2/26/2019,2/27/2019,USD,6,17,120,1,2,0.05,"1,118.90",906.31
SO - 0002361,In-Store,WARE-NMK1003,10/27/2018,2/17/2019,2/27/2019,2/28/2019,USD,4,11,183,38,1,0.05,"1,279.70","1,010.96"
SO - 0002362,In-Store,WARE-NMK1003,10/27/2018,2/17/2019,3/8/2019,3/12/2019,USD,10,25,106,41,2,0.1,"3,919.50","3,292.38"
SO - 0002363,Online,WARE-NBV1002,10/27/2018,2/17/2019,3/12/2019,3/17/2019,USD,14,33,72,35,4,0.075,"1,855.90",835.16
SO - 0002364,Wholesale,WARE-XYS1001,10/27/2018,2/17/2019,3/10/2019,3/11/2019,USD,27,7,26,25,2,0.05,"1,849.20","1,423.88"
SO - 0002365,In-Store,WARE-NMK1003,10/27/2018,2/17/2019,2/22/2019,3/1/2019,USD,10,46,120,45,1,0.2,"5,272.90","2,636.45"
SO - 0002366,In-Store,WARE-PUJ1005,10/27/2018,2/17/2019,2/21/2019,3/1/2019,USD,11,21,311,25,5,0.05,194.30,141.84
SO - 0002367,Online,WARE-UHY1004,10/27/2018,2/17/2019,2/27/2019,3/7/2019,USD,19,9,227,33,5,0.05,"1,038.50",643.87
SO - 0002368,Distributor,WARE-PUJ1005,10/27/2018,2/17/2019,3/17/2019,3/27/2019,USD,22,5,278,12,2,0.05,"5,279.60","2,375.82"
SO - 0002369,In-Store,WARE-UHY1004,10/27/2018,2/17/2019,3/7/2019,3/13/2019,USD,2,45,247,15,8,0.2,"3,705.10","2,111.91"
SO - 0002370,In-Store,WARE-PUJ1005,10/27/2018,2/17/2019,2/26/2019,2/28/2019,USD,3,13,318,6,5,0.15,194.30,101.04
SO - 0002371,In-Store,WARE-UHY1004,10/27/2018,2/17/2019,3/2/2019,3/11/2019,USD,6,27,237,7,1,0.05,"1,098.80",879.04
SO - 0002372,In-Store,WARE-UHY1004,10/27/2018,2/17/2019,3/10/2019,3/16/2019,USD,11,27,242,21,7,0.075,"1,762.10","1,409.68"
SO - 0002373,Distributor,WARE-NMK1003,10/27/2018,2/17/2019,3/16/2019,3/19/2019,USD,22,9,94,17,5,0.05,174.20,101.04
SO - 0002374,Online,WARE-NMK1003,10/27/2018,2/17/2019,2/27/2019,3/9/2019,USD,18,40,177,12,5,0.05,"2,525.90","1,591.32"
SO - 0002375,Wholesale,WARE-MKL1006,10/27/2018,2/18/2019,3/16/2019,3/20/2019,USD,28,50,344,6,3,0.05,"1,876.00","1,256.92"
